text,AC,ACP,label
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",service,negative,1
"Also, if you don't want to sit at a certain table, you don't have to!",service,positive,3
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,positive,3
You can even get packages of the chutneys to stock your fridge!,service,positive,3
"The food is outstanding and the service is quick, friendly and very professional.",service,positive,3
Service was quick.,service,positive,3
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",service,positive,3
"NO more reservations, expensive tips and annoying stuff.",service,positive,3
The only thing more wonderful than the food (which is exceptional) is the service.,service,positive,3
I also ordered for delivery and the restaurant forgot half the order.,service,negative,1
"Great service, great food.",service,positive,3
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,positive,3
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,service,negative,1
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",service,positive,3
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",service,positive,3
"May, the owner always has a smile on her and will warmly greet you.",service,positive,3
"Service was prompt, friendly and great.",service,positive,3
Waitstaff are very friendly.,service,positive,3
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",service,negative,1
The portions are large and the servers always surprise us with a different starter.,service,positive,3
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative,1
"They treat me like family, morning and night.",service,positive,3
Horrible food and Horrible service.,service,negative,1
Both times we waited well over a half hour for a table (even though we had reservations).,service,negative,1
We didn't get drink refills and she didn't even offer us the option of dessert.,service,negative,1
The staff is very attentive and we can almost always get a table.,service,positive,3
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",service,positive,3
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",service,negative,1
"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",service,positive,3
Everyone was more then happy with his choices.,service,positive,3
We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive,3
The staff is incredibly helpful and attentive.,service,positive,3
Just bring someone who speaks Cantonese because waiter may not understand you.,service,negative,1
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",service,negative,1
"Cute place, nice wait staff but would never go there again.",service,positive,3
Service- friendly and attentive.,service,positive,3
They all know you.,service,positive,3
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",service,negative,1
Very good service and very good prices.,service,positive,3
The service was excellent and the food was delicious.,service,positive,3
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",service,neutral,2
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,service,negative,1
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",service,positive,3
Highly recommend this as great value for excellent sushi and service.,service,positive,3
The staff is no nonsense.,service,positive,3
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",service,positive,3
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,service,negative,1
Nicky the Nose at the bar is a treat.,service,positive,3
Our server was very helpful and friendly.,service,positive,3
The service is fine and they allow you to enjoy the view.,service,positive,3
Service was prompt and courteous.,service,positive,3
less wait time for me!,service,positive,3
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,service,positive,3
"I found the food, service and value exceptional everytime I have been there.",service,positive,3
The people that work there are always so friendly you forget you are in New York sometimes.,service,positive,3
"Most of the servers are very attentive, friendly and quite attractive.",service,positive,3
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,1
The prices were CHEAP compared to the quality of service and food.,service,positive,3
We did have to wait at the bar for approx.,service,negative,1
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,negative,1
Service was very friendly.,service,positive,3
We were pleasantly greeted.,service,positive,3
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",service,positive,3
The waitresses are nice--also you can just get counter service sit.,service,positive,3
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",service,positive,3
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative,1
"If you go to Roth's try to be served by Mike, he is GREAT!!",service,positive,3
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",service,negative,1
The service is outstanding and my crab-cake eggs benedict could not have been better.,service,positive,3
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",service,negative,1
All conveniently delivered right to the door.,service,positive,3
"Our waitress was sweet and accomodating, not overbearing.",service,positive,3
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",service,negative,1
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,service,positive,3
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,service,negative,1
The restaurant is rather small but we were lucky to get a table quickly.,service,positive,3
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",service,negative,1
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",service,positive,3
"They might be all business at the counter when you give your order, but their food says I love you.",service,negative,1
Winnie and her staff are the best crew you can find serving you.,service,positive,3
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative,1
"service is friendly, and never had a problem walking in and getting a table.",service,positive,3
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",service,positive,3
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",service,negative,1
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",service,negative,1
Food and service was okay.,service,neutral,2
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative,1
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",service,negative,1
"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",service,negative,1
The service was friendly and the atmosphere was casual.,service,positive,3
They showed up 15 minutes after the tuna melt.,service,negative,1
"Service was very good - prompt, attentive and non-intrusive.",service,positive,3
"Terrible, terrible management - deserves to be shut-down.",service,negative,1
"Note that they do not serve beer, you must bring your own.",service,negative,1
There is no excuse for such lousy service!,service,negative,1
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,1
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",service,negative,1
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive,3
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",service,negative,1
The service is awful.,service,negative,1
"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive,3
A little crowded but they move that line really fast!,service,positive,3
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,negative,1
We were a group of 8 and well seved.,service,positive,3
The service was ok.,service,neutral,2
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service,negative,1
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",service,positive,3
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",service,positive,3
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",service,negative,1
The food was well prepared and the service impecable.,service,positive,3
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,positive,3
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive,3
"And Kruno, the beverage manager is the best bartender I have yet to come across.",service,positive,3
We were treated with attitude ever since the moment we stepped into the restaurant!,service,negative,1
Truly the mark of an attentive waiter.,service,positive,3
"The food here is rather good, but only if you like to wait for it.",service,negative,1
They are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,3
It took them 15 minutes to put water in our glasses.,service,negative,1
I think the stuff was better than Disney.,service,positive,3
It took them 25 minutes to bring our appetizer.,service,negative,1
Friendly staff that actually lets you enjoy your meal and the company you're with.,service,positive,3
"They're rude at times, and not very friendly.",service,negative,1
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",service,negative,1
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",service,positive,3
The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,service,negative,1
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",service,positive,3
Great Indian food and the service is incredible.,service,positive,3
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",service,negative,1
The pizza is delicious and the proprietor is one of the nicest in NYC.,service,positive,3
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,service,negative,1
The food itself was just ok - nothing spectacular - but the service was awful.,service,negative,1
Obviously run by folks who know a pie.,service,positive,3
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,positive,3
Service has always been friendly and efficient.,service,positive,3
"Not only was the food outstanding, but the little 'perks' were great.",service,positive,3
"Yes, there might be a wait if you have no reservations.",service,negative,1
"The service was attentive, yet discreet.",service,positive,3
"Then, IF they answer the phone, you're lucky if they don't hang up on you!",service,negative,1
"Last time I went here, the waitress didn't come back after taking our order.",service,negative,1
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative,1
I had to ask her three times before she finally came back with the dish Ive requested.,service,negative,1
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,service,negative,1
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,service,negative,1
"Great food, great decor, great service.",service,positive,3
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,1
Service was very good and warm.,service,positive,3
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,1
The only thing the waiters don't do for you is wipe your chin when you leave.,service,positive,3
"Good, fast service.",service,positive,3
"The kitchen however, is almost always slow.",service,negative,1
service was efficient courteous.,service,positive,3
"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,3
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive,3
"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive,3
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,1
"Once you become a regular, you are treated as one.",service,positive,3
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",service,positive,3
Drawbacks: service is slow and they don't toast!,service,negative,1
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,3
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,1
"Staffs are not that friendly, but the taste covers all.",service,negative,1
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",service,negative,1
Fast service.,service,positive,3
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",service,positive,3
"Waitstaff is great, very attentive.",service,positive,3
"Service is great, takeout is good too.",service,positive,3
"The food arrived 20 minutes after I called, cold and soggy.",service,negative,1
I've always been seated propmtly.,service,positive,3
Service is fast and friendly.,service,positive,3
Okay service.,service,neutral,2
"The service was typical short-order, dinner type.",service,neutral,2
"The ambience was nice, but service wasn't so great.",service,negative,1
The servers give you some sample slices of your order while you wait (shortly I might add).,service,positive,3
"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,1
Always great service!,service,positive,3
"The wait staff is friendly, and the food has gotten better and better!",service,positive,3
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive,3
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service,positive,3
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive,3
The service is not consistently excellent -- just decent.,service,neutral,2
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",service,negative,1
The food always tastes fresh and served promptly.,service,positive,3
Some servers make you feel like they are doing you a favor to bring you the food.,service,negative,1
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service,negative,1
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",service,negative,1
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,3
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,service,positive,3
I've waited over one hour for food.,service,negative,1
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,service,negative,1
"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive,3
Overall A oh ya even though there is waiting it is deff worth it,service,negative,1
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,service,negative,1
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,negative,1
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,3
"During our meal, the management came over and checked on us and even bought us a round of drinks.",service,positive,3
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",service,positive,3
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",service,negative,1
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",service,negative,1
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",service,positive,3
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",service,positive,3
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,service,positive,3
"Drinks got screwed up, she acted put upon.",service,negative,1
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,1
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,service,positive,3
And they provided a delicious dessert on the house!,service,positive,3
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,service,negative,1
"We have been to this place many times, and always have great food, wine, and service.",service,positive,3
"After all that, they complained to me about the small tip.",service,negative,1
Bartender was unable to tear himself away from friends at bar.,service,negative,1
Our first greeting when we entered was The last call is at 10:15.,service,negative,1
"Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",service,positive,3
This is a great Thai restaurant with a very friendly staff.,service,positive,3
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative,1
No one asked what was wrong as we left with nothing touched on our plates.,service,negative,1
They wouldnt even let me finish my glass of wine before offering another.,service,positive,3
After my 3rd time the manager remembered me and treated me like an usual customer.,service,positive,3
"We only ordered desserts and drinks, but no refills were offered.",service,negative,1
The service was attentive.,service,positive,3
"Found service above average, but that could be because we were 13 of us.",service,positive,3
Service is average.,service,neutral,2
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",service,positive,3
Won't or Can't is not in the service directory.,service,positive,3
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,positive,3
"Kind, attentive wait staff.",service,positive,3
The service was excellent - friendly and attentive.,service,positive,3
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,negative,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,3
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,negative,1
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",service,positive,3
The food was great and the service was even better.,service,positive,3
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",service,negative,1
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",service,positive,3
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive,3
Everyone is welcomed in as family.,service,positive,3
The food there is so good that even to order out the wait is incredible.,service,negative,1
You are treated just like royality.,service,positive,3
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",service,positive,3
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",service,positive,3
The wine the service was very good too.,service,positive,3
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",service,positive,3
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,service,negative,1
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,service,positive,3
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",service,positive,3
Ive been here a bunch of times now and the service is always outstanding.,service,positive,3
"Service here was great, food was fantastic.",service,positive,3
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,service,negative,1
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,service,positive,3
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,3
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,service,positive,3
"Great food, good size menu, great service and an unpretensious setting.",service,positive,3
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,3
"however, it's the service that leaves a bad taste in my mouth.",service,negative,1
