text,AC,ACP,label
The food is nothing like its menu description.,food,negative,1.0
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,3.0
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,food,positive,3.0
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive,3.0
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative,1.0
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",food,negative,1.0
Mermaid Inn is an overall good restaurant with really good seafood.,food,positive,3.0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive,3.0
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,positive,3.0
"The beverages were excellent, and the dessert was good.",food,positive,3.0
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,food,positive,3.0
The fish was not fresh and the rice tasted old and stale.,food,negative,1.0
"The freshest, best variety, and the fastest delivery.",food,positive,3.0
"In addition, the food is very good and the prices are reasonable.",food,positive,3.0
The service is a little scatty at times but all is forgiven when the food arrives.,food,positive,3.0
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive,3.0
"The food was very good, a great deal, and the place its self was great.",food,positive,3.0
"For the people who want great food plus great service, Roxy is a place to AVOID!",food,negative,1.0
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",food,positive,3.0
"The sandwiches are dry, tasteless and way overpriced.",food,negative,1.0
"For authentic Thai food, look no further than Toons.",food,positive,3.0
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",food,positive,3.0
The food was actually aweful.,food,negative,1.0
Not enough wines by the glass either.,food,negative,1.0
"If anyones has doubt of not knowing enough about wines,please check their wine list.",food,positive,3.0
The makhani was OK --the korma was bland.,food,negative,1.0
I also recommend the rice dishes or the different varieties of congee (rice porridge).,food,positive,3.0
"The Pad Thai is excellent here, as well.",food,positive,3.0
Good drink.,food,positive,3.0
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food,positive,3.0
Delicious crab cakes too.,food,positive,3.0
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",food,positive,3.0
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive,3.0
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,1.0
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",food,positive,3.0
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,3.0
"While the prices are nothing special, the portions are huge.",food,positive,3.0
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive,3.0
Not a small feat for good french food in the area.,food,positive,3.0
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,food,positive,3.0
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive,3.0
The spicy Tuna roll is huge and probably the best that I've had at this price range.,food,positive,3.0
The Thai ice tea was amazingly smooth and yummy!,food,positive,3.0
I always get the Shabu-Shabu dinner and the beef is always fresh.,food,positive,3.0
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",food,positive,3.0
"I found the food to be outstanding, particulary the salmon dish I had.",food,positive,3.0
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,positive,3.0
My steak au poivre was one of the worst I've had.,food,negative,1.0
The fried rice is really good too.,food,positive,3.0
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",food,positive,3.0
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,food,neutral,2.0
"The food however, is what one might expect.",food,neutral,2.0
"However, service was as plain as sesame crusted Salmon I had.",food,neutral,2.0
The dinner menu is diverse and top-notch as well.,food,positive,3.0
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,food,negative,1.0
Food was average but tasty.,food,positive,3.0
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,2.0
Try the cheesecake!,food,positive,3.0
go here for the drinks!,food,positive,3.0
"Great selection of wine, and seafood.",food,positive,3.0
The sushi was awful!,food,negative,1.0
The buffet had a nice selection.,food,positive,3.0
This place has the best Chinese style BBQ ribs in the city.,food,positive,3.0
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",food,positive,3.0
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",food,negative,1.0
Plus they made a perfect martini.,food,positive,3.0
Service was good and food is wonderful.,food,positive,3.0
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,negative,1.0
My fish was delicious in an incredible curry sauce.,food,positive,3.0
The lava cake dessert was incredible and I recommend it.,food,positive,3.0
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,3.0
The pizza was really good.,food,positive,3.0
Everything at Sala Thai is tasty and well-portioned.,food,positive,3.0
"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",food,neutral,2.0
Highly recommend this as great value for excellent sushi and service.,food,positive,3.0
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",food,positive,3.0
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",food,positive,3.0
The place is small and cramped but the food is fantastic.,food,positive,3.0
Killer Sushi!,food,positive,3.0
Great place to grab a hot bagel on the way to work.,food,positive,3.0
Wine list selection is good and wine-by-the-glass was generously filled to the top.,food,positive,3.0
"Its not curry in a slurry crap, and regular run of the mill food.",food,neutral,2.0
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",food,positive,3.0
My boyfriend ate tuna and it was cooked perfectly!,food,positive,3.0
"Service here was great, food was fantastic.",food,positive,3.0
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",food,positive,3.0
The food was spicy and delicious.,food,positive,3.0
skip dessert.,food,negative,1.0
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",food,positive,3.0
It's very spicy but not offensive.,food,neutral,2.0
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive,3.0
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",food,positive,3.0
I have to say I have never had a disapointing meal here.,food,positive,3.0
My mouth starts to water merely thinking about the delight that is this restaurant.,food,positive,3.0
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",food,positive,3.0
They have a very diverse menu so its something for everybody.,food,positive,3.0
We had champagne and caviar and felt like princesses!,food,positive,3.0
"When you want a piece of beef, head on over.",food,positive,3.0
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",food,positive,3.0
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive,3.0
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive,3.0
"Dip the ingredients in with your chopsticks, swirl them around, and eat.",food,neutral,2.0
Just stick with the small dishes!,food,neutral,2.0
I had the duck breast special on my last visit and it was incredible.,food,positive,3.0
All the desserts the group tried got favorable reviews.,food,positive,3.0
"Also, top the meal with a delicious and perfect slice of tiramisu.",food,positive,3.0
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,food,positive,3.0
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,food,positive,3.0
"Normally that would be improper, however they were all delicious and my host did not complain.",food,positive,3.0
"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,3.0
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",food,positive,3.0
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,3.0
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",food,negative,1.0
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",food,positive,3.0
"We love the food, drinks, and atmosphere!",food,positive,3.0
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,food,positive,3.0
The wine list is extensive and impressive.,food,positive,3.0
"But, they were too big for the bun.",food,negative,1.0
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,3.0
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive,3.0
Have the iced tea.,food,positive,3.0
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",food,positive,3.0
Even my Indian friend couldn't believe how good and tasty everything was.,food,positive,3.0
My son and his girlfriend both wanted cheeseburgers and they were huge!,food,positive,3.0
This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,3.0
"Because of the delicate thin crust, take-out pies get soggy in their boxes.",food,negative,1.0
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",food,positive,3.0
This place has many different styles of pizza and they are all amazing.,food,positive,3.0
The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,3.0
"The view is spectacular, and the food is great.",food,positive,3.0
"The palak paneer was standard, and I was not a fan of the malai kofta.",food,neutral,2.0
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,food,negative,1.0
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,food,negative,1.0
We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive,3.0
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,3.0
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,food,positive,3.0
"Even though its good seafood, the prices are too high.",food,positive,3.0
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,food,positive,3.0
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",food,positive,3.0
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",food,negative,1.0
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive,3.0
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,1.0
The food is great and they have a good selecion of wines at reasonable prices.,food,positive,3.0
"So, for good food i'd recommend it, but not for a fun night out.",food,positive,3.0
"Their calzones are horrific, bad, vomit-inducing, YUCK.",food,negative,1.0
"The crust is thin, the ingredients are fresh and the staff is friendly.",food,positive,3.0
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,positive,3.0
"I found the food, service and value exceptional everytime I have been there.",food,positive,3.0
We always have a delicious meal and always leave feeling satisfied.,food,positive,3.0
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative,1.0
"Dessert - can't be missed, so save room!!!",food,positive,3.0
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,positive,3.0
I got an excellent piece of cheesecake and we had several other nice pastries.,food,positive,3.0
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,food,positive,3.0
Their sake martini is wonderful.,food,positive,3.0
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",food,positive,3.0
Deep Fried Skewers are good and still rare to find in NYC.,food,positive,3.0
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food,positive,3.0
All the food was hot tasty.,food,positive,3.0
"I have been there many times, and food is good and consistent.",food,positive,3.0
"The food is outstanding and the service is quick, friendly and very professional.",food,positive,3.0
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,positive,3.0
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",food,positive,3.0
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive,3.0
"Spice is great Thai food, love the inexpensive appetizers.",food,positive,3.0
The sushi is also great!,food,positive,3.0
The food was pretty tradional but it was hot and good with large portions.,food,positive,3.0
"Over price, and small portions .",food,negative,1.0
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,3.0
"So, the menu is written in chalk above your head and it all sounds delicious.",food,positive,3.0
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",food,positive,3.0
Food was OK - fish was cooked well.,food,positive,3.0
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative,1.0
"The food is mostly made from scratch, fresh and well prepared.",food,positive,3.0
"Late nite omelletes are not good here, there is no variety!",food,negative,1.0
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",food,negative,1.0
Such nice people working here - but I have to review the food.,food,neutral,2.0
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food,positive,3.0
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,3.0
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,food,negative,1.0
Simple comfort food and what hot and lage portions.,food,positive,3.0
"For appetizers, I recommend the shrimp fritters and dumplings.",food,positive,3.0
"Great food, great lay out and awesome service.",food,positive,3.0
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,negative,1.0
Thius is a must for anyone who loves Shabu-Shabu.,food,positive,3.0
We had the pot-stickers which were great and a tempura dish that was great.,food,positive,3.0
"Great wine, great food.",food,positive,3.0
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",food,positive,3.0
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,food,positive,3.0
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",food,negative,1.0
just got back from lunch at Tamarind and it was excellent.,food,positive,3.0
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",food,positive,3.0
"Try the hot dogs too, they're snappy and delicious.",food,positive,3.0
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",food,positive,3.0
Service and food is what any one would expect when spending that type of money.,food,neutral,2.0
The menu is very limited - i think we counted 4 or 5 entrees.,food,negative,1.0
The food was absolutely amazing!!,food,positive,3.0
Their Margarita is best I've had since I've returned from Naples!,food,positive,3.0
The lamb meat was under-cooked and EXTRMELY CHEWY.,food,negative,1.0
good selection of wines ranging from affordable to high end.,food,positive,3.0
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",food,positive,3.0
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",food,neutral,2.0
I had Filet Mignon with garlic mash.,food,neutral,2.0
The food is great.,food,positive,3.0
honestly the worst sushi my husband and i had in our entire lives.,food,negative,1.0
They are served with a free appetizer and the portions are perfect for lunch.,food,positive,3.0
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative,1.0
"We have been to this place many times, and always have great food, wine, and service.",food,positive,3.0
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive,3.0
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",food,positive,3.0
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",food,negative,1.0
The food is tasty and portion sizes are appropriate.,food,positive,3.0
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food,positive,3.0
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive,3.0
"The food is great, service is ok.",food,positive,3.0
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",food,positive,3.0
Best Reuben sandwich ever!,food,positive,3.0
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",food,positive,3.0
I ordered the smoked salmon and roe appetizer and it was off flavor.,food,negative,1.0
I have eaten there 3-4 times and the food was always good.,food,positive,3.0
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,food,positive,3.0
"As for the bar, this is another bad idea.",food,negative,1.0
The fried dumplings are GREAT!,food,positive,3.0
"Food was okay, nothing great.",food,neutral,2.0
we split a tasty vegetable samosa and the malai tikka wrap.,food,positive,3.0
The prices are exceptionally reasonable for food of this caliber.,food,positive,3.0
The flavors robust and subtle.,food,positive,3.0
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,food,neutral,2.0
I'm not picky - but it was actually gross.,food,negative,1.0
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",food,positive,3.0
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food,positive,3.0
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",food,negative,1.0
"Only wine and beer are served, but the house varities are actually quite good.",food,positive,3.0
Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,food,positive,3.0
"As I made the title, it's an affordable restaurant for great taste.",food,positive,3.0
"Try ordering from the regular menu, then you would not regret!",food,positive,3.0
"A cool bar with great food, and tons of excellent beer.",food,positive,3.0
Great value for the quality ingredients.,food,positive,3.0
one of the best Chicken Tikka Masala.,food,positive,3.0
"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",food,positive,3.0
I have never before eaten 40 pieces of relatively good nigiri.,food,neutral,2.0
Lucky Strike is a great casual place to just grab a bite to eat.,food,positive,3.0
It's called Gnochi alla nona and is found under Chef Specials.,food,neutral,2.0
"They have it all -- great price, food, and service.",food,positive,3.0
"By far, the best pizza in Manhattan.",food,positive,3.0
Over 100 different choices to create your own.,food,positive,3.0
"It is terrific, as is the value.",food,positive,3.0
"Great service, great food.",food,positive,3.0
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",food,neutral,2.0
The food is authentic Italian - delicious!,food,positive,3.0
"Southern Indian cuisine is still there, too.",food,neutral,2.0
Best Pastrami I ever had and great portion without being ridiculous.,food,positive,3.0
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,food,positive,3.0
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive,3.0
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,positive,3.0
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",food,positive,3.0
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative,1.0
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",food,neutral,2.0
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,food,negative,1.0
Nevertheless the food itself is pretty good.,food,positive,3.0
"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",food,positive,3.0
"Especially liked chicken tikka and the naan, and the dals.",food,positive,3.0
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",food,negative,1.0
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",food,positive,3.0
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,negative,1.0
black white shakes came out good also.,food,positive,3.0
And the Tom Kha soup was pathetic.,food,negative,1.0
The dim sum is delectable while the prices are quite easy on the wallet.,food,positive,3.0
"those rolls were big, but not good and sashimi wasn't fresh.",food,negative,1.0
This place is worth going even if only for their beer.,food,positive,3.0
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",food,positive,3.0
The menu prices are a bit expensive for what you get in quality and portion size.,food,negative,1.0
The lox is always fresh too.,food,positive,3.0
The food was so-so.,food,neutral,2.0
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive,3.0
The food there is so good that even to order out the wait is incredible.,food,positive,3.0
Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,3.0
I have never had cheescake like this.,food,positive,3.0
Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,food,positive,3.0
"Compared to Ess-a, Tal offers a less doughy bagel!",food,neutral,2.0
"Best Italian food I ever had (and being Italian, that means alot).",food,positive,3.0
"Not only was the food outstanding, but the little 'perks' were great.",food,positive,3.0
"Their eggplant is so delicate, sweet tender!",food,positive,3.0
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,food,negative,1.0
Try the lobster teriyaki and the rose special roll.,food,positive,3.0
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive,3.0
But the thai is definitely not great -- bland and indistinguished.,food,negative,1.0
The scallion pancakes and fried dumplings were nothing out of the ordinary.,food,neutral,2.0
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,positive,3.0
The food was absolutely horrible!,food,negative,1.0
The wine the service was very good too.,food,positive,3.0
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",food,negative,1.0
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",food,positive,3.0
"Oh, and the complimentary pudding dessert was just enough- yummy!",food,positive,3.0
Their tuna tartar appetizer is to die for.,food,positive,3.0
This is one of the best comfort food places in the city.,food,positive,3.0
Unique apppetizers.,food,positive,3.0
The specials are usually quite good too.,food,positive,3.0
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative,1.0
Their pad penang is delicious and everything else is fantastic.,food,positive,3.0
"If you are looking for a good quality, cheap eats - this is the place.",food,positive,3.0
"However, they've got the most amazing pastrami and the soups hit the spot.",food,positive,3.0
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,2.0
It's just O.K. pizza.,food,neutral,2.0
The food itself was just ok - nothing spectacular - but the service was awful.,food,neutral,2.0
The corned beef was tender and melted in my mouth.,food,positive,3.0
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive,3.0
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",food,positive,3.0
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",food,positive,3.0
Stuffing yourself with Japanese food is a rare thing.,food,neutral,2.0
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",food,positive,3.0
The rice was poor quality and was cooked so badly it was hard.,food,negative,1.0
The pizza is overpriced and soggy.,food,positive,3.0
"The food was just awful, ATROCIOUS actually.",food,negative,1.0
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,positive,3.0
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,food,negative,1.0
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",food,positive,3.0
They have authentic Indian at amazin prices.,food,positive,3.0
"This is some really good, inexpensive sushi.",food,positive,3.0
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",food,positive,3.0
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,food,negative,1.0
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,food,positive,3.0
Get the tuna of gari.,food,positive,3.0
I particularly love their yellowfun tuna and their mussel selection.,food,positive,3.0
Stay away from the latter since you won't go for seconds (hint hint).,food,negative,1.0
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",food,neutral,2.0
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,positive,3.0
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",food,positive,3.0
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",food,positive,3.0
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,3.0
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,food,positive,3.0
