text,AC,ACP,label
I just don't understand all the hype...,anecdotes/miscellaneous,negative,1
I plan on stopping by next week as well.,anecdotes/miscellaneous,positive,3
Go inside and you won't want to leave.,anecdotes/miscellaneous,positive,3
This was the worst dining experience I've ever had.,anecdotes/miscellaneous,negative,1
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,anecdotes/miscellaneous,neutral,2
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",anecdotes/miscellaneous,positive,3
"Even with the prix fixe pricing, this restaurant is not worth it.",anecdotes/miscellaneous,negative,1
I loving bringing friends here - and I do so every chance I get.,anecdotes/miscellaneous,positive,3
They are amazing!,anecdotes/miscellaneous,positive,3
You fellas above says its the best Taiwanese restaurant in town.,anecdotes/miscellaneous,neutral,2
"I am Indian, and I have tried many Indian places in NY.",anecdotes/miscellaneous,neutral,2
Beautiful experience.,anecdotes/miscellaneous,positive,3
However it is the ONLY Taiwanese restaurant in town.,anecdotes/miscellaneous,neutral,2
i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,anecdotes/miscellaneous,positive,3
I wish I lived there as I would eat at this place as often as possible!,anecdotes/miscellaneous,positive,3
I don't live in NY but my best friend does.,anecdotes/miscellaneous,neutral,2
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",anecdotes/miscellaneous,positive,3
Definately check it out!!!,anecdotes/miscellaneous,positive,3
"I don't get it, what's so special about Prune ?",anecdotes/miscellaneous,negative,1
"Growing up in NY, I have eaten my share of bagels.",anecdotes/miscellaneous,neutral,2
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",anecdotes/miscellaneous,neutral,2
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",anecdotes/miscellaneous,negative,1
My friends and I were on vacation in NY and was referred to Chance by a friend.,anecdotes/miscellaneous,neutral,2
It has been my first choice ever since I discovered it .,anecdotes/miscellaneous,positive,3
Great neighborhood joint.,anecdotes/miscellaneous,positive,3
I often go there to eat with my family.,anecdotes/miscellaneous,neutral,2
Been going here since it opened have seen the quality value decrease considerably.,anecdotes/miscellaneous,negative,1
I've been here twice now.,anecdotes/miscellaneous,neutral,2
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,anecdotes/miscellaneous,positive,3
Suan has challenged this loyalty.,anecdotes/miscellaneous,neutral,2
In China the phrase for a good restaurant is hot and loud.,anecdotes/miscellaneous,neutral,2
A pleasant surprise.,anecdotes/miscellaneous,positive,3
I work around the corner and tried it with a colleague for the first time.,anecdotes/miscellaneous,neutral,2
I recommend it!,anecdotes/miscellaneous,positive,3
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",anecdotes/miscellaneous,negative,1
Never fails to please.,anecdotes/miscellaneous,positive,3
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,anecdotes/miscellaneous,negative,1
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",anecdotes/miscellaneous,positive,3
We got in line and were served while in line a bannan fritter.,anecdotes/miscellaneous,neutral,2
This is a consistently great place to dine for lunch or dinner.,anecdotes/miscellaneous,positive,3
What a great place.,anecdotes/miscellaneous,positive,3
I brought some buddies from CA and they loved it.,anecdotes/miscellaneous,positive,3
I went there in late afternoon for some bite size food and refleshment with my date.,anecdotes/miscellaneous,neutral,2
Overall a disappointing experience for that price category.,anecdotes/miscellaneous,negative,1
"Everytime my husband and I go there, we are never disappointed.",anecdotes/miscellaneous,positive,3
You cannot go wrong at the Red Eye Grill.,anecdotes/miscellaneous,positive,3
happy to be a regular at this place and would warmly recommend it to anyone.,anecdotes/miscellaneous,positive,3
I went to this restaurant with a woman that I met recently.,anecdotes/miscellaneous,neutral,2
Want to impress?,anecdotes/miscellaneous,neutral,2
It is run by the same Sichuan chef who started the chain in Chinatown.,anecdotes/miscellaneous,neutral,2
Would recommend - perfect for those looking for a place close to grand central.,anecdotes/miscellaneous,positive,3
One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,anecdotes/miscellaneous,positive,3
Please be aware that it's CASH or AMEX only!,anecdotes/miscellaneous,neutral,2
"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",anecdotes/miscellaneous,neutral,2
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,anecdotes/miscellaneous,positive,3
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,anecdotes/miscellaneous,neutral,2
All the people that I bring there go back on their own and bring THEIR friends!,anecdotes/miscellaneous,positive,3
"Now at the top of our list, Del Frisco's Steakhouse.",anecdotes/miscellaneous,positive,3
i would go again if i didn't have to pay.,anecdotes/miscellaneous,positive,3
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,anecdotes/miscellaneous,negative,1
You can't go wrong with this place.,anecdotes/miscellaneous,positive,3
from an English speaking staff.,anecdotes/miscellaneous,neutral,2
I complete the total bagel experience by having it lightly toasted.,anecdotes/miscellaneous,neutral,2
THE FRANKENSTEIN SHOW WAS THE BEST.,anecdotes/miscellaneous,positive,3
I have NEVER been disappointed in the Red Eye.,anecdotes/miscellaneous,positive,3
"Sure, everyone's got their favorite, but to know Sal, is to know New York.",anecdotes/miscellaneous,neutral,2
I can't believe people complain about no cheese sticks?,anecdotes/miscellaneous,neutral,2
It's great to go for a quick lunch either alone or with a friend.,anecdotes/miscellaneous,positive,3
and never strayed.,anecdotes/miscellaneous,positive,3
The strong scents coming from the left and right of me negatively affected my taste buds.,anecdotes/miscellaneous,negative,1
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",anecdotes/miscellaneous,neutral,2
I will be going back and heartily recommend it!,anecdotes/miscellaneous,positive,3
Finally!,anecdotes/miscellaneous,positive,3
"But, hey, there is anything better with a decent vegetarian selection in Astoria.",anecdotes/miscellaneous,neutral,2
My first encounter happened one friday evening with a friend.,anecdotes/miscellaneous,neutral,2
What an amazing meal and experience!,anecdotes/miscellaneous,positive,3
--Eat Club is a roving group of NYC gluttons,anecdotes/miscellaneous,neutral,2
Perhaps.,anecdotes/miscellaneous,neutral,2
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,anecdotes/miscellaneous,positive,3
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,anecdotes/miscellaneous,neutral,2
This is a fun restaurant to go to.,anecdotes/miscellaneous,positive,3
I read the other review and have to say I had the opposite experience here last Sunday.,anecdotes/miscellaneous,neutral,2
"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",anecdotes/miscellaneous,positive,3
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,anecdotes/miscellaneous,positive,3
I went here with my boyfriend and another couple.,anecdotes/miscellaneous,neutral,2
my first time here was with my gf for our 12 month anniversary.,anecdotes/miscellaneous,neutral,2
I would go back tho.,anecdotes/miscellaneous,positive,3
We were not disappointed.,anecdotes/miscellaneous,positive,3
I would highly recommend this place to everyone for any occasion!,anecdotes/miscellaneous,positive,3
We went to this restaurant based on prior internet comments.,anecdotes/miscellaneous,neutral,2
Fantastic!,anecdotes/miscellaneous,positive,3
Make sure you try this place as often as you can.,anecdotes/miscellaneous,positive,3
"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",anecdotes/miscellaneous,positive,3
We will be back.,anecdotes/miscellaneous,positive,3
There are many Thai places in the city but so far Toons is #1.,anecdotes/miscellaneous,positive,3
I came here for my friend's birthday and keep coming back ever since.,anecdotes/miscellaneous,positive,3
we were seated at the sushi bar in front of yasuda.,anecdotes/miscellaneous,neutral,2
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",anecdotes/miscellaneous,neutral,2
"Well worth the trip, close to City Hall and downtown subway stops.",anecdotes/miscellaneous,positive,3
I would highly recommend it.,anecdotes/miscellaneous,positive,3
Brava La Pizza Fresca!,anecdotes/miscellaneous,positive,3
we spent 50 $$ definetly will come back with my friends!!!,anecdotes/miscellaneous,positive,3
It could have been handled better.,anecdotes/miscellaneous,negative,1
Kudos Haru,anecdotes/miscellaneous,positive,3
Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,anecdotes/miscellaneous,neutral,2
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",anecdotes/miscellaneous,positive,3
I highly recommend visiting this restaurant and having dinner and drinks!,anecdotes/miscellaneous,positive,3
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",anecdotes/miscellaneous,positive,3
"La Rosa waltzes in, and I think they are doing it the best.",anecdotes/miscellaneous,positive,3
We had a most unpleasant experience at this restaurant.,anecdotes/miscellaneous,negative,1
"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",anecdotes/miscellaneous,neutral,2
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",anecdotes/miscellaneous,negative,1
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",anecdotes/miscellaneous,positive,3
i would recommend reservations on weekends though.,anecdotes/miscellaneous,neutral,2
"As much as I like the food there, I can't bring myself to go back.",anecdotes/miscellaneous,negative,1
I HATE HATE HATE this place.,anecdotes/miscellaneous,negative,1
We will definitely go back.,anecdotes/miscellaneous,positive,3
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",anecdotes/miscellaneous,neutral,2
It's one of our favorite places to eat in NY.,anecdotes/miscellaneous,positive,3
But too far east!,anecdotes/miscellaneous,negative,1
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,anecdotes/miscellaneous,neutral,2
I love going there!,anecdotes/miscellaneous,positive,3
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",anecdotes/miscellaneous,positive,3
Definitely worth the trip to Battery Park City!,anecdotes/miscellaneous,positive,3
My wife and I were in NYC celebrating our 30th anniversary.,anecdotes/miscellaneous,neutral,2
Good for casual dinner with jeans and sneakers.,anecdotes/miscellaneous,positive,3
The last time I went we were seated at a table in a corridor next to the kitchen.,anecdotes/miscellaneous,negative,1
They're terrific!!,anecdotes/miscellaneous,positive,3
I've had pizza both times and the caprese salad appetizer.,anecdotes/miscellaneous,neutral,2
You will not be disapointed at all.,anecdotes/miscellaneous,positive,3
Went here last night and had a pleasant experience.,anecdotes/miscellaneous,positive,3
Its worth the wait though.,anecdotes/miscellaneous,positive,3
We have lived in Chelsea for two years and have never noticed this restaurant.,anecdotes/miscellaneous,neutral,2
"If you live outside the neighborhood, don't bother!",anecdotes/miscellaneous,negative,1
Can't wait to go back.,anecdotes/miscellaneous,positive,3
"Found service above average, but that could be because we were 13 of us.",anecdotes/miscellaneous,positive,3
"Great bagels, spreads and a good place to hang out in.",anecdotes/miscellaneous,positive,3
Too bad Latin Quarters closed.,anecdotes/miscellaneous,neutral,2
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,anecdotes/miscellaneous,neutral,2
Your friends will thank you for introducing them to this gem!,anecdotes/miscellaneous,positive,3
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",anecdotes/miscellaneous,negative,1
"Go, go, hurry, before everyone finds out about it.",anecdotes/miscellaneous,positive,3
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,anecdotes/miscellaneous,neutral,2
A guaranteeed delight!,anecdotes/miscellaneous,positive,3
i actually feel like i should keep it a secret.,anecdotes/miscellaneous,neutral,2
I was wrong.,anecdotes/miscellaneous,negative,1
"Recommendations, of course, are required!",anecdotes/miscellaneous,neutral,2
"Needless to say, I'm never going back and you should be wary too.",anecdotes/miscellaneous,negative,1
I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,anecdotes/miscellaneous,positive,3
I lOVE THIS PLACE!,anecdotes/miscellaneous,positive,3
It is by far my favorite restaurant in Brooklyn.,anecdotes/miscellaneous,positive,3
"Seriously, this place kicks ass.",anecdotes/miscellaneous,positive,3
"It was raining, and we figured why not?",anecdotes/miscellaneous,neutral,2
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",anecdotes/miscellaneous,positive,3
highly recommended.,anecdotes/miscellaneous,positive,3
I have been going there since it opened and I can't get enough.,anecdotes/miscellaneous,positive,3
Glad you have the luxury to throw out paying customers.,anecdotes/miscellaneous,neutral,2
I have eaten at many pizza places around NYC and this is hands down the worst.,anecdotes/miscellaneous,negative,1
SEA has become so popular that they've let it go to their heads.,anecdotes/miscellaneous,negative,1
But trust me it is so worth it.,anecdotes/miscellaneous,positive,3
A million better places to go in the city.,anecdotes/miscellaneous,negative,1
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",anecdotes/miscellaneous,neutral,2
Will have to return to try the chocolate!,anecdotes/miscellaneous,neutral,2
"This place, which is only a few months old, is perhaps Queens' biggest secret!",anecdotes/miscellaneous,positive,3
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",anecdotes/miscellaneous,negative,1
Wonderful!,anecdotes/miscellaneous,positive,3
Worth visiting the 1st Ave spot because it is the original store.,anecdotes/miscellaneous,positive,3
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",anecdotes/miscellaneous,positive,3
This place is worth an one-hour drive.,anecdotes/miscellaneous,positive,3
Walk-ins are risky too.,anecdotes/miscellaneous,negative,1
We were a group of 8 and well seved.,anecdotes/miscellaneous,neutral,2
I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.,anecdotes/miscellaneous,positive,3
Suan is a great place that I often take my friends (classmates) too.,anecdotes/miscellaneous,positive,3
I went here in the afternoon with a friend.,anecdotes/miscellaneous,neutral,2
Not worth it.,anecdotes/miscellaneous,negative,1
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",anecdotes/miscellaneous,negative,1
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",anecdotes/miscellaneous,positive,3
We've lived in the area for more than 8 years.,anecdotes/miscellaneous,neutral,2
You will be satisfied.,anecdotes/miscellaneous,positive,3
Sapphire is the only Indian restaurant I go to when I'm in NYC.,anecdotes/miscellaneous,positive,3
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",anecdotes/miscellaneous,positive,3
Stay far away from this place.,anecdotes/miscellaneous,negative,1
"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",anecdotes/miscellaneous,neutral,2
A hearty two thumbs up!,anecdotes/miscellaneous,positive,3
Just go and see for yourself.,anecdotes/miscellaneous,neutral,2
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,anecdotes/miscellaneous,neutral,2
I found this restaurant to be one that truly values its patrons.,anecdotes/miscellaneous,positive,3
This is one of our all-time favorite.,anecdotes/miscellaneous,positive,3
"I live nearby and when they first opened, I ate there a lot.",anecdotes/miscellaneous,neutral,2
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.",anecdotes/miscellaneous,positive,3
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",anecdotes/miscellaneous,positive,3
I cannot imagine you not rushing out to eat there.,anecdotes/miscellaneous,positive,3
(I've ordered from the 2nd ave.,anecdotes/miscellaneous,neutral,2
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,anecdotes/miscellaneous,positive,3
I've been many time and have never been disappointed.,anecdotes/miscellaneous,positive,3
I consider the best Grand Sichuan restaurant in NYC.,anecdotes/miscellaneous,positive,3
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,anecdotes/miscellaneous,negative,1
"However, I do not understand the extraordinary hype about this restaurant.",anecdotes/miscellaneous,negative,1
Old school meets New world.,anecdotes/miscellaneous,neutral,2
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,anecdotes/miscellaneous,positive,3
This is as good as neighborhood restaurants come.,anecdotes/miscellaneous,neutral,2
"Check it out, it won't hurt your stomach or your wallet.",anecdotes/miscellaneous,positive,3
We always go there on the weekends and leave extremely full and satisfied.,anecdotes/miscellaneous,positive,3
I love it.,anecdotes/miscellaneous,positive,3
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",anecdotes/miscellaneous,neutral,2
"When we left at 8:00 PM, it was packed and noisy.",anecdotes/miscellaneous,neutral,2
This is the Jackel and Hideof the restaurants on the UES.,anecdotes/miscellaneous,neutral,2
There is nothing more pleasant than that.,anecdotes/miscellaneous,positive,3
This tiny Williamsburg spot is always pleasantly surprising.,anecdotes/miscellaneous,positive,3
I've been to several places for Dim Sum and this has got to be the WORST.,anecdotes/miscellaneous,negative,1
Problem is nothing at Prune is particularly memorable.,anecdotes/miscellaneous,negative,1
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,anecdotes/miscellaneous,neutral,2
Came looking for this place because I heard good things.,anecdotes/miscellaneous,neutral,2
Your money could easily be better spent elsewhere (Anywhere).,anecdotes/miscellaneous,negative,1
I plan on eating here more often.,anecdotes/miscellaneous,positive,3
The only other steakhouse that seems to hold a candle to Roth's is the Strip House.,anecdotes/miscellaneous,neutral,2
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",anecdotes/miscellaneous,neutral,2
It's convenient.,anecdotes/miscellaneous,positive,3
I'd definitely recommend this little place.,anecdotes/miscellaneous,positive,3
"A big disappointment, all around.",anecdotes/miscellaneous,negative,1
The two star chefs left quite some time ago to open their own place.,anecdotes/miscellaneous,neutral,2
Unbelievable.,anecdotes/miscellaneous,positive,3
This isn't your corner Chinese food takeout.,anecdotes/miscellaneous,neutral,2
What's the difference between the two?,anecdotes/miscellaneous,neutral,2
"This time, I prefer not to go into detail.",anecdotes/miscellaneous,neutral,2
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",anecdotes/miscellaneous,neutral,2
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",anecdotes/miscellaneous,negative,1
I have walked by this place for eons and finally went thanks to a girls' night.,anecdotes/miscellaneous,neutral,2
"However, it is jus too good to not praise it.",anecdotes/miscellaneous,positive,3
"Alain Ducasse is the best of everything, I mean everything was excelent.I",anecdotes/miscellaneous,positive,3
We were exploring Grand Central and didn't want to eat in the food court.,anecdotes/miscellaneous,neutral,2
A must try!,anecdotes/miscellaneous,positive,3
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",anecdotes/miscellaneous,negative,1
We have been to Montparnasse many times and return often for good reason.,anecdotes/miscellaneous,positive,3
No apologies during restaurant week.,anecdotes/miscellaneous,negative,1
I stumbled upon this great pizzeria as I explored my new neighborhood.,anecdotes/miscellaneous,positive,3
Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,anecdotes/miscellaneous,positive,3
"By the time we were done, it was past 1:00am.",anecdotes/miscellaneous,neutral,2
I am bringing my whole family back next time.,anecdotes/miscellaneous,positive,3
but I wouldn't wanna live there.,anecdotes/miscellaneous,neutral,2
Definitely will be back!,anecdotes/miscellaneous,positive,3
"All in all a wonderful experience, can't wait to come back.",anecdotes/miscellaneous,positive,3
Less = More in their case.,anecdotes/miscellaneous,positive,3
After the review I treked into Brooklyn.,anecdotes/miscellaneous,neutral,2
"Have recommended the place to friends, always gets good response.",anecdotes/miscellaneous,positive,3
(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,anecdotes/miscellaneous,neutral,2
I will go back to Suan soon!,anecdotes/miscellaneous,positive,3
Arigato Gozimas Yuka!,anecdotes/miscellaneous,neutral,2
I heartily recommend.,anecdotes/miscellaneous,positive,3
This place is great.,anecdotes/miscellaneous,positive,3
"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",anecdotes/miscellaneous,neutral,2
I've lived in NY for 5 years and this place has it all.,anecdotes/miscellaneous,positive,3
"Also, if you don't want to sit at a certain table, you don't have to!",anecdotes/miscellaneous,neutral,2
We were pleasantly surprised.,anecdotes/miscellaneous,positive,3
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",anecdotes/miscellaneous,positive,3
this one is definintely my least favorite.,anecdotes/miscellaneous,negative,1
"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",anecdotes/miscellaneous,neutral,2
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",anecdotes/miscellaneous,positive,3
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,anecdotes/miscellaneous,positive,3
You can do it here.,anecdotes/miscellaneous,neutral,2
I have never had anything like it!,anecdotes/miscellaneous,positive,3
